happy,year,age,sex,marital,degree,finrela,health,wtssall
very happy,1972,62,female,widowed,lt high school,below average,fair,0.4446
very happy,1972,29,male,married,graduate,average,good,0.8893
pretty happy,1972,27,male,married,bachelor,below average,excellent,0.8893
pretty happy,1972,44,female,married,high school,average,good,0.8893
very happy,1972,44,male,married,high school,average,excellent,0.8893
not too happy,1972,34,female,married,high school,average,good,0.8893
very happy,1972,23,male,married,lt high school,average,excellent,0.8893
pretty happy,1972,58,female,widowed,high school,average,good,1.3339
very happy,1972,24,male,never married,bachelor,average,excellent,1.3339
very happy,1972,34,female,married,lt high school,average,good,0.8893
very happy,1972,42,female,married,high school,average,fair,0.8893
very happy,1972,32,female,married,high school,below average,excellent,0.8893
pretty happy,1972,52,male,married,lt high school,below average,poor,0.8893
pretty happy,1972,22,female,never married,high school,average,good,1.3339
not too happy,1972,35,female,married,lt high school,below average,excellent,0.8893
not too happy,1972,45,male,married,high school,average,fair,1.3339
very happy,1972,30,female,married,lt high school,far below average,good,0.8893
very happy,1972,35,female,married,lt high school,far below average,poor,0.8893
very happy,1972,36,male,married,lt high school,above average,excellent,0.8893
very happy,1972,57,male,married,lt high school,below average,fair,1.3339
pretty happy,1972,28,male,separated,bachelor,above average,good,0.4446
very happy,1972,42,female,married,bachelor,average,good,0.8893
pretty happy,1972,23,female,married,high school,below average,excellent,0.8893
not too happy,1972,53,female,married,high school,average,good,0.8893
very happy,1972,22,male,married,high school,far above average,excellent,0.8893
pretty happy,1972,60,male,married,high school,average,fair,0.8893
very happy,1972,56,male,married,high school,above average,excellent,0.8893
pretty happy,1972,24,male,never married,high school,average,good,1.3339
pretty happy,1972,26,male,married,high school,average,excellent,0.8893
not too happy,1972,55,female,married,high school,below average,good,0.8893
very happy,1972,20,female,never married,high school,average,excellent,0.8893
very happy,1972,30,male,married,high school,average,good,1.7786
pretty happy,1972,26,female,married,high school,average,good,0.8893
pretty happy,1972,36,female,married,high school,below average,good,0.8893
pretty happy,1972,42,female,married,lt high school,above average,good,0.8893
pretty happy,1972,28,male,married,bachelor,average,good,0.8893
very happy,1972,54,male,married,high school,above average,excellent,0.8893
very happy,1972,49,male,married,high school,above average,fair,0.8893
very happy,1972,30,female,married,high school,average,excellent,0.8893
very happy,1972,40,female,married,bachelor,NA,good,0.8893
very happy,1972,55,male,married,high school,below average,good,0.8893
not too happy,1972,74,male,widowed,lt high school,below average,poor,0.4446
not too happy,1972,48,male,married,lt high school,average,good,1.3339
pretty happy,1972,63,female,widowed,high school,average,fair,0.4446
very happy,1972,72,male,widowed,lt high school,below average,fair,0.4446
pretty happy,1972,30,female,married,lt high school,above average,excellent,0.8893
pretty happy,1972,78,female,married,lt high school,average,fair,1.3339
very happy,1972,44,female,married,lt high school,average,good,0.8893
pretty happy,1972,48,male,married,high school,average,good,0.8893
not too happy,1972,29,female,married,high school,average,excellent,0.8893
pretty happy,1972,21,male,never married,high school,average,excellent,1.3339
very happy,1972,20,female,never married,high school,above average,excellent,1.3339
not too happy,1972,52,female,married,high school,below average,poor,0.8893
pretty happy,1972,40,male,married,high school,above average,good,0.8893
not too happy,1972,42,male,married,bachelor,above average,good,0.8893
pretty happy,1972,54,male,married,high school,above average,good,0.8893
pretty happy,1972,43,female,married,high school,average,excellent,0.8893
very happy,1972,25,male,married,high school,average,excellent,0.8893
not too happy,1972,28,female,married,high school,below average,good,0.8893
pretty happy,1972,43,female,separated,high school,below average,good,0.8893
very happy,1972,45,male,married,lt high school,average,fair,0.8893
pretty happy,1972,48,female,married,high school,average,good,1.3339
pretty happy,1972,36,female,married,high school,average,fair,0.8893
pretty happy,1972,28,male,married,high school,average,good,0.8893
very happy,1972,27,male,married,high school,average,good,0.8893
very happy,1972,52,female,married,lt high school,below average,excellent,0.8893
pretty happy,1972,20,female,married,high school,average,good,0.8893
pretty happy,1972,28,female,married,high school,below average,good,0.8893
pretty happy,1972,38,male,married,lt high school,average,excellent,0.8893
very happy,1972,48,female,married,high school,average,good,0.8893
not too happy,1972,47,male,married,lt high school,average,good,1.3339
pretty happy,1972,59,male,married,high school,average,good,0.8893
pretty happy,1972,26,male,married,high school,average,excellent,0.8893
not too happy,1972,63,female,widowed,high school,below average,excellent,0.4446
pretty happy,1972,80,female,widowed,lt high school,below average,fair,0.8893
not too happy,1972,68,female,widowed,high school,below average,fair,0.4446
pretty happy,1972,49,female,divorced,lt high school,average,good,0.8893
pretty happy,1972,21,male,never married,high school,above average,excellent,1.7786
very happy,1972,27,female,married,lt high school,average,good,0.8893
pretty happy,1972,41,male,married,high school,average,good,1.3339
pretty happy,1972,31,male,married,high school,average,excellent,1.3339
not too happy,1972,76,male,married,lt high school,average,good,0.8893
pretty happy,1972,26,male,married,high school,far below average,fair,0.8893
not too happy,1972,73,male,never married,lt high school,average,good,0.4446
pretty happy,1972,49,female,married,lt high school,below average,good,0.8893
very happy,1972,72,female,married,lt high school,far below average,poor,0.8893
pretty happy,1972,53,female,married,lt high school,average,fair,0.8893
pretty happy,1972,39,female,widowed,lt high school,far below average,good,0.8893
not too happy,1972,31,female,married,high school,above average,good,0.8893
pretty happy,1972,52,female,never married,high school,average,good,0.8893
pretty happy,1972,61,male,married,lt high school,average,fair,0.8893
pretty happy,1972,85,male,widowed,lt high school,average,fair,0.4446
not too happy,1972,54,male,married,bachelor,far below average,good,1.3339
very happy,1972,69,female,never married,lt high school,average,fair,0.8893
very happy,1972,65,male,married,lt high school,average,good,0.8893
very happy,1972,41,female,married,high school,average,good,1.3339
very happy,1972,58,male,married,lt high school,average,fair,1.3339
pretty happy,1972,57,female,married,high school,average,excellent,0.8893
pretty happy,1972,55,male,married,lt high school,below average,poor,0.8893
pretty happy,1972,47,female,married,high school,below average,excellent,1.3339
very happy,1972,60,male,married,lt high school,average,good,0.8893
very happy,1972,53,male,married,high school,above average,excellent,0.8893
pretty happy,1972,57,male,married,high school,above average,excellent,0.8893
pretty happy,1972,28,male,married,bachelor,above average,good,0.8893
very happy,1972,48,female,married,high school,average,good,1.7786
not too happy,1972,51,male,married,high school,average,good,1.7786
very happy,1972,33,female,married,lt high school,average,good,0.8893
pretty happy,1972,47,female,married,high school,above average,excellent,0.8893
very happy,1972,36,female,married,high school,average,good,0.8893
pretty happy,1972,19,male,never married,high school,average,excellent,1.3339
pretty happy,1972,26,male,married,high school,average,excellent,0.8893
pretty happy,1972,25,male,married,bachelor,average,good,0.8893
very happy,1972,24,female,married,lt high school,average,excellent,0.8893
very happy,1972,22,male,married,high school,average,excellent,0.8893
pretty happy,1972,25,female,divorced,high school,below average,good,0.4446
pretty happy,1972,21,female,married,lt high school,average,excellent,0.8893
pretty happy,1972,29,male,never married,high school,average,excellent,0.4446
not too happy,1972,26,female,divorced,high school,below average,fair,0.4446
very happy,1972,21,male,married,high school,average,excellent,0.8893
very happy,1972,53,male,married,high school,average,good,0.8893
pretty happy,1972,44,female,married,lt high school,average,good,0.8893
pretty happy,1972,46,female,married,lt high school,average,excellent,0.8893
very happy,1972,46,female,married,high school,average,good,0.8893
very happy,1972,60,female,married,lt high school,average,good,1.7786
pretty happy,1972,50,female,married,lt high school,average,fair,1.7786
very happy,1972,37,male,married,NA,average,good,0.8893
not too happy,1972,76,male,widowed,lt high school,average,good,0.4446
pretty happy,1972,41,female,married,lt high school,average,fair,0.8893
pretty happy,1972,24,female,separated,lt high school,below average,good,0.4446
pretty happy,1972,33,female,married,lt high school,average,poor,0.8893
very happy,1972,49,female,married,high school,below average,fair,0.8893
very happy,1972,22,male,married,lt high school,average,fair,0.8893
pretty happy,1972,67,male,married,lt high school,below average,fair,0.8893
very happy,1972,74,male,married,lt high school,below average,poor,0.8893
pretty happy,1972,37,male,married,high school,average,fair,0.8893
very happy,1972,45,female,married,lt high school,average,good,0.8893
pretty happy,1972,59,female,married,lt high school,below average,good,0.8893
pretty happy,1972,65,female,married,high school,above average,excellent,0.8893
pretty happy,1972,67,female,married,lt high school,average,fair,0.8893
